TRABAJADOR;REGIONAL;VICEPRESIDENCIA;GERENCIA;FECHA INGRESO;FECHA RETIRO;Año Unificado;EDAD;Rangos Edad;RELACION LABORAL;Rotacion;MOTIVO RETIRO;GENERO;NIVEL DE CARGO;CARGO;ACCESO CREDITO;SGD(1/100);SDG DESCRIPCION;CARGA PRESTACIONAL;;;;;
203105217;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;8/03/2021;30/07/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;91;BUENO; $ 42.000.123 ;;;;;
203106218;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/11/2018;30/09/2021;2021 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;81;REGULAR; $ 42.000.123 ;;;;;
203107219;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/03/2014;30/10/2021;2021 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;72;REGULAR; $ 42.000.123 ;;;;;
203108220;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/09/2015;20/01/2022;2022 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;77;REGULAR; $ 42.000.123 ;;;;;
203109221;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/03/2016;13/03/2022;2022 12:00:00;36;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;92;BUENO; $ 42.000.123 ;;;;;
203110222;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;27/09/2019;26/09/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;OFICIAL OPERATIVO;1;97;EXCELENTE; $ 49.320.660 ;;;;;
203111223;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;VP TALENTO HUMANO                       ;2/01/2013;3/05/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CONDUCTOR;0;82;REGULAR; $ 46.123.458 ;;;;;
203112224;1. ANTIOQUIA;VP OPERACIONES                          ;VP OPERACIONES                          ;24/09/2019;23/03/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;1;89;BUENO; $ 69.456.400 ;;;;;
203113225;2. BOGOTA;VP OPERACIONES                          ;VICEPRESIDENCIA DE OPERACIONES          ;10/10/2019;28/02/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;98;EXCELENTE; $ 69.456.400 ;;;;;
203114226;2. BOGOTA;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;8/03/2021;6/09/2021;2021 12:00:00;42;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;1;90;BUENO; $ 69.456.400 ;;;;;
203115227;2. BOGOTA;VP BANCA AGROPECUARIA                   ;DESARROLLO COMERCIAL                    ;15/09/2021;31/12/2021;2021 12:00:00;36;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;COORDINADOR;1;91;BUENO; $ 69.456.400 ;;;;;
203116228;3. CAFETERA;VP BANCA AGROPECUARIA                   ;DESARROLLO COMERCIAL                    ;27/05/2002;30/09/2020;2020 12:00:00;59; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Tactico;COORDINADOR;0;70;REGULAR; $ 69.456.400 ;;;;;
203117229;3. CAFETERA;VP EJECUTIVA                            ;VP EJECUTIVA                            ;17/04/2017;30/04/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;0;80;REGULAR; $ 69.456.400 ;;;;;
203118230;4. COSTA;VP BANCA AGROPECUARIA                   ;DESARROLLO COMERCIAL                    ;23/01/2006;22/01/2021;2021 12:00:00;48;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;COORDINADOR;1;94;EXCELENTE; $ 69.456.400 ;;;;;
203119231;5. SANTANDER;VP OPERACIONES                          ;VP OPERACIONES                          ;28/06/2000;3/08/2020;2020 12:00:00;60; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Tactico;COORDINADOR;1;96;EXCELENTE; $ 69.456.400 ;;;;;
203120232;5. SANTANDER;VP OPERACIONES                          ;VP OPERACIONES                          ;28/06/2000;29/04/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Muerte del Empleado                     ;FEMENINO;Tactico;COORDINADOR;0;84;REGULAR; $ 69.456.400 ;;;;;
203121233;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;5/12/2016;30/11/2021;2021 12:00:00;59; => 56 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;FEMENINO;Tactico;COORDINADOR;0;96;EXCELENTE; $ 69.456.400 ;;;;;
203122234;7. ORIENTE;VP FINANCIERA;VP ESTRATEGIA Y FINANZAS                ;5/08/2013;4/02/2021;2021 12:00:00;32;Entre 31 y 35 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;MASCULINO;Tactico;COORDINADOR;0;79;REGULAR; $ 69.456.400 ;;;;;
203123235;7. ORIENTE;VP CREDITO                              ;NORMALIZACION Y COBRO JURIDICO          ;4/07/2000;31/07/2021;2021 12:00:00;57; => 56 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;1;93;BUENO; $ 69.456.400 ;;;;;
203124236;8. DIRECCION NACIONAL;VP JURIDICA                             ;GER DE ASESORIA JURIDICA DEL NEGOCIO    ;17/08/2010;16/02/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Tactico;COORDINADOR;0;84;REGULAR; $ 69.456.400 ;;;;;
203125237;8. DIRECCION NACIONAL;VP JURIDICA                             ;DEFENSA JUDICIAL                        ;1/04/2019;31/03/2020;2020 12:00:00;49;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;COORDINADOR;0;94;EXCELENTE; $ 69.456.400 ;;;;;
203126238;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;28/01/2010;25/06/2020;2020 12:00:00;45;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;COORDINADOR;0;70;REGULAR; $ 69.456.400 ;;;;;
203127239;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;22/01/2018;21/07/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;COORDINADOR;0;84;REGULAR; $ 69.456.400 ;;;;;
203128240;8. DIRECCION NACIONAL;VP JURIDICA                             ;DEFENSA JUDICIAL                        ;23/06/2020;30/09/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;76;REGULAR; $ 69.456.400 ;;;;;
203129241;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;23/07/2012;22/10/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;72;REGULAR; $ 69.456.400 ;;;;;
203130242;8. DIRECCION NACIONAL;VP JURIDICA                             ;DEFENSA JUDICIAL                        ;22/10/2020;29/10/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;0;98;EXCELENTE; $ 69.456.400 ;;;;;
203131243;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;22/10/2020;24/11/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;79;REGULAR; $ 69.456.400 ;;;;;
203132244;8. DIRECCION NACIONAL;VP JURIDICA                             ;DEFENSA JUDICIAL                        ;4/12/2017;3/12/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;COORDINADOR;0;80;REGULAR; $ 69.456.400 ;;;;;
203133245;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;16/04/2012;3/02/2021;2021 12:00:00;44;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;0;75;REGULAR; $ 69.456.400 ;;;;;
203134246;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;14/08/2017;6/04/2021;2021 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;1;92;BUENO; $ 69.456.400 ;;;;;
203135247;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;GESTION DE INFRAESTRUCTURA FISICA       ;1/03/2021;30/04/2021;2021 12:00:00;47;Entre 46 y 55 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;COORDINADOR;1;91;BUENO; $ 69.456.400 ;;;;;
203136248;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;GESTION DE INFRAESTRUCTURA FISICA       ;5/11/2019;4/05/2021;2021 12:00:00;53;Entre 46 y 55 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Tactico;COORDINADOR;1;92;BUENO; $ 69.456.400 ;;;;;
203137249;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;3/11/2015;30/06/2021;2021 12:00:00;57; => 56 años;0;Involuntaria;Trminacion Por Reconocimiento Pension   ;FEMENINO;Tactico;COORDINADOR;1;90;BUENO; $ 69.456.400 ;;;;;
203138250;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;DESARROLLO COMERCIAL                    ;1/02/2021;9/07/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;81;REGULAR; $ 69.456.400 ;;;;;
203139251;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;GESTION DE INFRAESTRUCTURA FISICA       ;1/02/2021;14/07/2021;2021 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;73;REGULAR; $ 69.456.400 ;;;;;
203140252;8. DIRECCION NACIONAL;VP CREDITO                              ;NACIONAL DE ANALISIS EMPRESARIAL Y OFICI;13/10/2020;8/09/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;76;REGULAR; $ 69.456.400 ;;;;;
203141253;8. DIRECCION NACIONAL;VP RIESGOS                              ;VP RIESGOS                              ;23/07/2012;12/09/2021;2021 12:00:00;60; => 56 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;83;REGULAR; $ 69.456.400 ;;;;;
203142254;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;22/01/2018;14/09/2021;2021 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;0;82;REGULAR; $ 69.456.400 ;;;;;
203143255;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERACION BANCARIA Y APOYO TRANSACCIONAL;25/11/2019;8/10/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Despido sin Justa Causa                 ;MASCULINO;Tactico;COORDINADOR;0;73;REGULAR; $ 69.456.400 ;;;;;
203144256;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;1/02/2021;17/12/2021;2021 12:00:00;44;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;78;REGULAR; $ 69.456.400 ;;;;;
203145257;8. DIRECCION NACIONAL;VP CREDITO                              ;NACIONAL DE ANALISIS EMPRESARIAL Y OFICI;11/02/2013;21/01/2022;2022 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;1;90;BUENO; $ 69.456.400 ;;;;;
203146258;2. BOGOTA;PRESIDENCIA                             ;OFICINA DE CONTROL DISCIPLINARIO INTERNO;16/06/2000;30/04/2021;2021 12:00:00;61; => 56 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;COORDINADOR;0;78;REGULAR; $ 69.456.400 ;;;;;
203147259;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/12/2017;14/04/2020;2020 12:00:00;63; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Tactico;COORDINADOR;0;73;REGULAR; $ 69.456.400 ;;;;;
203148260;2. BOGOTA;VP CREDITO                              ;VICEPRESIDENCIA DE CREDITO Y CARTERA    ;22/01/2018;15/01/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;COORDINADOR;0;78;REGULAR; $ 69.456.400 ;;;;;
203149261;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;10/07/2000;9/01/2022;2022 12:00:00;52;Entre 46 y 55 años;0;Involuntaria;Terminacion por Sentencia Judicial      ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 4;0;75;REGULAR; $ 69.456.400 ;;;;;
203150262;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;22/11/2021;10/12/2021;2021 12:00:00;46;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 4;1;91;BUENO; $ 69.456.400 ;;;;;
203151263;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/07/2000;28/02/2022;2022 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 4;0;74;REGULAR; $ 69.456.400 ;;;;;
203152264;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;1/02/2011;31/01/2020;2020 12:00:00;46;Entre 46 y 55 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;0;72;REGULAR; $ 69.456.400 ;;;;;
203153265;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/11/2015;16/05/2020;2020 12:00:00;44;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;1;86;BUENO; $ 69.456.400 ;;;;;
203154266;2. BOGOTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;26/01/2018;25/01/2020;2020 12:00:00;44;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;0;83;REGULAR; $ 69.456.400 ;;;;;
203155267;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;15/01/2019;14/01/2020;2020 12:00:00;47;Entre 46 y 55 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;78;REGULAR; $ 69.456.400 ;;;;;
203156268;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;11/03/2019;17/01/2020;2020 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;0;84;REGULAR; $ 69.456.400 ;;;;;
203157269;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/10/2015;30/06/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;79;REGULAR; $ 69.456.400 ;;;;;
203158270;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;11/03/2019;12/02/2020;2020 12:00:00;41;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;1;88;BUENO; $ 69.456.400 ;;;;;
203159271;5. SANTANDER;VP CREDITO                              ;GER DE ADMINISTRACION DE CARTERA        ;14/02/2011;13/02/2020;2020 12:00:00;63; => 56 años;0;Involuntaria;Trminacion Por Reconocimiento Pension   ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;1;88;BUENO; $ 69.456.400 ;;;;;
203160272;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;28/06/2000;2/03/2020;2020 12:00:00;57; => 56 años;0;Involuntaria;Terminacion por Sentencia Judicial      ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;83;REGULAR; $ 69.456.400 ;;;;;
203161273;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;18/02/2013;17/02/2020;2020 12:00:00;58; => 56 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;1;90;BUENO; $ 69.456.400 ;;;;;
203162274;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;11/03/2019;20/02/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;95;EXCELENTE; $ 69.456.400 ;;;;;
203163275;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;28/06/2000;30/06/2020;2020 12:00:00;48;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;83;REGULAR; $ 69.456.400 ;;;;;
203164276;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;2/08/2004;31/01/2020;2020 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 1;0;83;REGULAR; $ 69.456.400 ;;;;;
203165277;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;3/07/2014;2/01/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;1;100;EXCELENTE; $ 69.456.400 ;;;;;
203166278;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;14/03/2011;12/02/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;1;97;EXCELENTE; $ 69.456.400 ;;;;;
203167279;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/09/2017;24/03/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;71;REGULAR; $ 69.456.400 ;;;;;
203168280;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;22/04/2019;21/04/2020;2020 12:00:00;48;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;96;EXCELENTE; $ 69.456.400 ;;;;;
203169281;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/05/2007;30/06/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;79;REGULAR; $ 69.456.400 ;;;;;
203170282;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;26/12/2006;30/06/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;83;REGULAR; $ 69.456.400 ;;;;;
203171283;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/03/2019;23/09/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;97;EXCELENTE; $ 69.456.400 ;;;;;
203172284;2. BOGOTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;2/01/2019;2/01/2020;2020 12:00:00;47;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;1;98;EXCELENTE; $ 69.456.400 ;;;;;
203173285;2. BOGOTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;15/07/2011;14/01/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;71;REGULAR; $ 69.456.400 ;;;;;
203174286;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;11/03/2019;10/03/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;1;92;BUENO; $ 69.456.400 ;;;;;
203175287;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;22/01/2018;21/01/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;1;92;BUENO; $ 69.456.400 ;;;;;
203176288;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;30/08/2004;30/06/2020;2020 12:00:00;62; => 56 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;78;REGULAR; $ 69.456.400 ;;;;;
203177289;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;28/06/2000;30/05/2020;2020 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2 ;0;74;REGULAR; $ 69.456.400 ;;;;;
