TRABAJADOR;REGIONAL;VICEPRESIDENCIA;GERENCIA;FECHA INGRESO;FECHA RETIRO;Año Unificado;EDAD;Rangos Edad;RELACION LABORAL;Rotacion;MOTIVO RETIRO;GENERO;NIVEL DE CARGO;CARGO;ACCESO CREDITO;SGD(1/100);SDG DESCRIPCION;CARGA PRESTACIONAL;;;;;
203771883;6. OCCIDENTE;VP CREDITO                              ;NACIONAL DE ANALISIS AGROPECUARIO       ;26/01/2018;25/01/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;91;BUENO; $ 65.000.000 ;;;;;
203772884;6. OCCIDENTE;VP FINANCIERA;PLANEACION FINANCIERA                   ;16/10/2018;3/03/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;95;EXCELENTE; $ 65.000.000 ;;;;;
203773885;6. OCCIDENTE;VP OPERACIONES                          ;VP OPERACIONES                          ;28/06/2000;30/11/2021;2021 12:00:00;57; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;77;REGULAR; $ 65.000.000 ;;;;;
203774886;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;11/09/2017;10/12/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;92;BUENO; $ 65.000.000 ;;;;;
203775887;6. OCCIDENTE;VP OPERACIONES                          ;VP OPERACIONES                          ;10/07/2019;22/03/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;83;REGULAR; $ 65.000.000 ;;;;;
203776888;6. OCCIDENTE;VP CREDITO                              ;NACIONAL DE ANALISIS AGROPECUARIO       ;28/06/2000;30/03/2022;2022 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203777889;7. ORIENTE;VP OPERACIONES                          ;VICEPRESIDENCIA DE OPERACIONES          ;1/07/2008;17/01/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203778890;7. ORIENTE;VP OPERACIONES                          ;VP OPERACIONES                          ;1/08/2000;31/12/2020;2020 12:00:00;57; => 56 años;0;Involuntaria;Trminacion Por Reconocimiento Pension   ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203779891;7. ORIENTE;VP CREDITO                              ;NACIONAL DE ANALISIS AGROPECUARIO       ;22/01/2018;14/01/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;76;REGULAR; $ 65.000.000 ;;;;;
203780892;7. ORIENTE;VP CREDITO                              ;NORMALIZACION Y COBRO JURIDICO          ;22/01/2018;21/01/2021;2021 12:00:00;41;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
203781893;7. ORIENTE;VP BANCA AGROPECUARIA                   ;SERVICIO AL CLIENTE                     ;3/02/2020;2/02/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;91;BUENO; $ 65.000.000 ;;;;;
203782894;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;GER DE SERVICIO AL CLIENTE              ;22/01/2018;1/01/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;82;REGULAR; $ 65.000.000 ;;;;;
203783895;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;GERENCIA DE VIVIENDA                    ;3/02/2003;1/01/2020;2020 12:00:00;59; => 56 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;81;REGULAR; $ 65.000.000 ;;;;;
203784896;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;GERENCIA DE VIVIENDA                    ;7/10/2019;3/01/2020;2020 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;74;REGULAR; $ 65.000.000 ;;;;;
203785897;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;GER DE INFRAESTRUCTURA DE TIC           ;13/07/2015;12/01/2020;2020 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;82;REGULAR; $ 65.000.000 ;;;;;
203786898;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;GERENCIA DE VIVIENDA                    ;15/08/2018;20/01/2020;2020 12:00:00;60; => 56 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;71;REGULAR; $ 65.000.000 ;;;;;
203787899;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;VICEPRESIDENCIA DE TIC                  ;14/08/2017;23/01/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;76;REGULAR; $ 65.000.000 ;;;;;
203788900;8. DIRECCION NACIONAL;PRESIDENCIA                             ;GERENCIA GEPLA                          ;26/07/2004;25/01/2020;2020 12:00:00;52;Entre 46 y 55 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;73;REGULAR; $ 65.000.000 ;;;;;
203789901;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;GER DE ASEGURAMIENTO DE TIC             ;3/09/2018;31/01/2020;2020 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;71;REGULAR; $ 65.000.000 ;;;;;
203790902;8. DIRECCION NACIONAL;VP RIESGOS                              ;GER DE RIESGO DE CREDITO                ;4/03/2019;7/02/2020;2020 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
203791903;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;VICEPRESIDENCIA DE GESTION HUMANA       ;1/06/2012;16/02/2020;2020 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203792904;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;GER DE SEGURIDAD BANCARIA               ;3/02/2020;18/02/2020;2020 12:00:00;44;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
203793905;8. DIRECCION NACIONAL;VP FINANCIERA;GERENCIA DE IMPUESTOS                   ;20/02/2017;19/02/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;94;EXCELENTE; $ 65.000.000 ;;;;;
203794906;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;GERENCIA DE VIVIENDA                    ;5/12/2016;19/02/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;97;EXCELENTE; $ 65.000.000 ;;;;;
203795907;8. DIRECCION NACIONAL;VP CREDITO                              ;GER NACIONAL DE ANALISIS DE CREDITO     ;26/01/2018;21/02/2020;2020 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;93;BUENO; $ 65.000.000 ;;;;;
203796908;8. DIRECCION NACIONAL;VP CREDITO                              ;VICEPRESIDENCIA DE CREDITO Y CARTERA    ;6/04/2015;26/02/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203797909;8. DIRECCION NACIONAL;VP BANCA EMPRESARIAL Y OFICIAL          ;GER DE VENTAS BANCA EMPRESARIAL         ;1/06/2012;1/03/2020;2020 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;88;BUENO; $ 65.000.000 ;;;;;
203798910;8. DIRECCION NACIONAL;VP RIESGOS                              ;RIESGO DE CREDITO                       ;4/10/2018;9/03/2020;2020 12:00:00;26;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;91;BUENO; $ 65.000.000 ;;;;;
203799911;8. DIRECCION NACIONAL;VP BANCA EMPRESARIAL Y OFICIAL          ;VP BANCA EMPRESARIAL Y OFICIAL          ;18/09/2019;17/03/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;94;EXCELENTE; $ 65.000.000 ;;;;;
203800912;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERACION BANCARIA Y APOYO TRANSACCIONAL;8/06/2009;29/03/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;73;REGULAR; $ 65.000.000 ;;;;;
203801913;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;TRANSPORTE DE VALORES                   ;13/11/2018;30/03/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203802914;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;VIVIENDA                                ;2/04/2012;1/04/2020;2020 12:00:00;38;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;70;REGULAR; $ 65.000.000 ;;;;;
203803915;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;ASEGURAMIENTO TECNOLOGICO               ;1/04/2019;24/04/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
203804916;8. DIRECCION NACIONAL;VP FINANCIERA;CONTABILIDAD                            ;2/10/2017;5/05/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;83;REGULAR; $ 65.000.000 ;;;;;
203805917;8. DIRECCION NACIONAL;VP FINANCIERA;CONTABILIDAD                            ;2/01/2008;8/05/2020;2020 12:00:00;53;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;97;EXCELENTE; $ 65.000.000 ;;;;;
203806918;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;INFRAESTRUCTURA TECNOLOGICA             ;21/11/2016;28/05/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;74;REGULAR; $ 65.000.000 ;;;;;
203807919;8. DIRECCION NACIONAL;VP FINANCIERA;IMPUESTOS                               ;9/10/2019;30/05/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;96;EXCELENTE; $ 65.000.000 ;;;;;
203808920;8. DIRECCION NACIONAL;VP FINANCIERA;IMPUESTOS                               ;2/12/2019;1/06/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;84;REGULAR; $ 65.000.000 ;;;;;
203809921;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;GESTION DE INFRAESTRUCTURA FISICA       ;4/06/2013;3/06/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;82;REGULAR; $ 65.000.000 ;;;;;
203810922;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;VIVIENDA                                ;3/09/2018;19/06/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;71;REGULAR; $ 65.000.000 ;;;;;
203811923;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;2/07/2013;1/07/2020;2020 12:00:00;50;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;77;REGULAR; $ 65.000.000 ;;;;;
203812924;8. DIRECCION NACIONAL;VP BANCA EMPRESARIAL Y OFICIAL          ;PRODUCTOS ESPECIALIZADOS                ;9/01/2018;3/07/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;97;EXCELENTE; $ 65.000.000 ;;;;;
203813925;8. DIRECCION NACIONAL;VP RIESGOS                              ;RIESGO DE CREDITO                       ;7/10/2019;3/07/2020;2020 12:00:00;23;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203814926;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;DESARROLLO DE SOLUCIONES TECNOLOGICAS   ;20/12/2004;13/07/2020;2020 12:00:00;56; => 56 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203815927;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;DESARROLLO DE SOLUCIONES TECNOLOGICAS   ;17/01/2019;16/07/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
203816928;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;DE TALENTO                              ;3/09/2019;21/07/2020;2020 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;81;REGULAR; $ 65.000.000 ;;;;;
203817929;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;4/03/2019;31/07/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;86;BUENO; $ 65.000.000 ;;;;;
203818930;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;DESARROLLO DE SOLUCIONES TECNOLOGICAS   ;5/08/2019;31/07/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;91;BUENO; $ 65.000.000 ;;;;;
203819931;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;ASEGURAMIENTO TECNOLOGICO               ;8/07/2019;6/08/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203820932;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;VIVIENDA                                ;15/08/2018;14/08/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;81;REGULAR; $ 65.000.000 ;;;;;
203821933;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;DESEMPEÑO Y COMPENSACION                ;3/07/2002;17/08/2020;2020 12:00:00;54;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;97;EXCELENTE; $ 65.000.000 ;;;;;
203822934;8. DIRECCION NACIONAL;VP FINANCIERA;IMPUESTOS                               ;5/06/2017;26/08/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Involuntaria;Despido sin Justa Causa                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;88;BUENO; $ 65.000.000 ;;;;;
203823935;8. DIRECCION NACIONAL;VP FINANCIERA;IMPUESTOS                               ;6/11/2018;27/08/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;72;REGULAR; $ 65.000.000 ;;;;;
203824936;8. DIRECCION NACIONAL;VP FINANCIERA;PLANEACION FINANCIERA                   ;15/07/2019;31/08/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;72;REGULAR; $ 65.000.000 ;;;;;
203825937;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;20/12/2004;31/08/2020;2020 12:00:00;58; => 56 años;0;Involuntaria;Despido sin Justa Causa                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;89;BUENO; $ 65.000.000 ;;;;;
203826938;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;1/03/2017;31/08/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;96;EXCELENTE; $ 65.000.000 ;;;;;
203827939;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;SERVICIO AL CLIENTE                     ;2/03/2020;1/09/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;72;REGULAR; $ 65.000.000 ;;;;;
203828940;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;DE TALENTO                              ;3/09/2019;2/09/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;82;REGULAR; $ 65.000.000 ;;;;;
203829941;8. DIRECCION NACIONAL;PRESIDENCIA                             ;ADMINISTRACIÓN DEL RIESGO DE LAVADO DE A;3/03/2014;2/09/2020;2020 12:00:00;54;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;77;REGULAR; $ 65.000.000 ;;;;;
203830942;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;SERVICIOS ADMINISTRATIVOS               ;7/11/2018;13/09/2020;2020 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;95;EXCELENTE; $ 65.000.000 ;;;;;
203831943;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;CIBERSEGURIDAD                          ;25/01/2010;15/09/2020;2020 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;79;REGULAR; $ 65.000.000 ;;;;;
203832944;8. DIRECCION NACIONAL;VP BANCA EMPRESARIAL Y OFICIAL          ;VP BANCA EMPRESARIAL Y OFICIAL          ;20/09/2016;19/09/2020;2020 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;94;EXCELENTE; $ 65.000.000 ;;;;;
203833945;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;1/06/2015;30/09/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;75;REGULAR; $ 65.000.000 ;;;;;
203834946;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;DESEMPEÑO Y COMPENSACION                ;28/01/2010;30/09/2020;2020 12:00:00;54;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203835947;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;ASEGURAMIENTO TECNOLOGICO               ;2/04/2012;1/10/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203836948;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;29/01/2010;1/10/2020;2020 12:00:00;38;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;74;REGULAR; $ 65.000.000 ;;;;;
203837949;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;5/10/2015;4/10/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;99;EXCELENTE; $ 65.000.000 ;;;;;
203838950;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;MEJORA Y RECONOCIMIENTO                 ;13/04/2015;7/10/2020;2020 12:00:00;47;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;74;REGULAR; $ 65.000.000 ;;;;;
203839951;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;13/04/2015;12/10/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;97;EXCELENTE; $ 65.000.000 ;;;;;
203840952;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;GESTION DE SERVICIOS TECNOLOGICOS       ;15/10/2013;14/10/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;89;BUENO; $ 65.000.000 ;;;;;
203841953;8. DIRECCION NACIONAL;VP FINANCIERA;PLANEACION FINANCIERA                   ;6/03/2017;31/10/2020;2020 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;79;REGULAR; $ 65.000.000 ;;;;;
203842954;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;20/12/2004;3/11/2020;2020 12:00:00;55;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;73;REGULAR; $ 65.000.000 ;;;;;
203843955;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;4/05/2015;3/11/2020;2020 12:00:00;55;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;100;EXCELENTE; $ 65.000.000 ;;;;;
203844956;8. DIRECCION NACIONAL;VP JURIDICA                             ;ASESORIA JURIDICA DEL NEGOCIO           ;5/12/2016;4/11/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;84;REGULAR; $ 65.000.000 ;;;;;
203845957;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;SEGURIDAD BANCARIA                      ;5/11/2019;4/11/2020;2020 12:00:00;51;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;90;BUENO; $ 65.000.000 ;;;;;
203846958;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;GESTION DE SERVICIOS TECNOLOGICOS       ;16/09/2019;10/11/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;97;EXCELENTE; $ 65.000.000 ;;;;;
203847959;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;DESEMPEÑO Y COMPENSACION                ;3/09/2020;10/11/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;98;EXCELENTE; $ 65.000.000 ;;;;;
203848960;8. DIRECCION NACIONAL;VP FINANCIERA;TESORERIA                               ;13/11/2018;12/11/2020;2020 12:00:00;25;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;78;REGULAR; $ 65.000.000 ;;;;;
203849961;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;13/11/2012;12/11/2020;2020 12:00:00;52;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;70;REGULAR; $ 65.000.000 ;;;;;
